Campaign_ID,Channel,Region,Campaign_Type,Ad_Spend,Impressions,Clicks,Leads,Conversions,Revenue,CTR,Lead_Rate,Conversion_Rate,ROI,ROAS
CMP0346,Facebook Ads,East,Awareness,4277.22,39929,1546,351,18,4653.79,3.871872573818528,22.703751617076325,5.128205128205128,8.804083025890641,1.0880408302589064
CMP0347,Facebook Ads,East,Awareness,3838.24,31741,2689,797,35,8712.9,8.471692763302983,29.639271104499816,4.391468005018821,127.00248030347242,2.2700248030347243
CMP0348,Email,East,Awareness,1119.59,12640,765,99,8,2259.24,6.052215189873418,12.941176470588237,8.080808080808081,101.79172732875428,2.0179172732875426
CMP0349,Google Ads,West,Conversion,3399.47,43003,1506,316,22,6979.7,3.502081250145338,20.98273572377158,6.962025316455696,105.31729946138664,2.0531729946138664
CMP0350,Facebook Ads,North,Consideration,4560.12,49668,2062,305,13,3030.9,4.151566400901989,14.791464597478177,4.2622950819672125,-33.53464382516249,0.6646535617483751
CMP0351,Google Ads,West,Awareness,4625.54,45011,2928,792,39,9689.28,6.505076536846549,27.049180327868854,4.924242424242424,109.47348850080208,2.094734885008021
CMP0352,Youtube Ads,West,Conversion,3282.37,38320,2359,580,31,9466.33,6.156054279749478,24.586689275116573,5.344827586206897,188.39923591794954,2.8839923591794956
CMP0353,Facebook Ads,East,Conversion,3628.2,36031,1769,261,11,2291.63,4.909661125142239,14.754098360655737,4.21455938697318,-36.838377156716824,0.6316162284328317
CMP0354,Email,South,Conversion,1980.84,24815,1488,337,24,5417.54,5.996373161394318,22.647849462365592,7.121661721068249,173.49710223945397,2.73497102239454
CMP0355,Email,South,Conversion,1776.04,13333,818,227,22,6181.41,6.135153378834471,27.750611246943762,9.691629955947137,248.04452602418863,3.4804452602418863
CMP0356,Facebook Ads,West,Awareness,3307.32,27342,2099,586,19,4631.85,7.676834174530027,27.918056217246306,3.242320819112628,40.04843801023185,1.4004843801023186
CMP0357,Email,West,Consideration,2090.1,27136,727,204,17,5262.82,2.6790978773584904,28.060522696011002,8.333333333333332,151.79752164968184,2.517975216496818
CMP0358,Facebook Ads,East,Conversion,3190.74,31237,2369,310,11,2113.76,7.583954925248904,13.085690164626424,3.5483870967741935,-33.753298607846446,0.6624670139215355
CMP0359,Youtube Ads,West,Conversion,3755.49,27889,1049,169,7,1784.15,3.761339596256589,16.11058150619638,4.142011834319527,-52.492218059427664,0.4750778194057234
CMP0360,Facebook Ads,East,Awareness,3116.22,23701,830,121,6,1472.79,3.50196194253407,14.578313253012048,4.958677685950414,-52.73793249513834,0.4726206750486166
CMP0361,Google Ads,South,Conversion,4153.31,36010,2625,469,26,7022.58,7.289641766176063,17.866666666666667,5.543710021321962,69.08393546352185,1.6908393546352185
CMP0362,Facebook Ads,South,Awareness,3910.68,30417,1228,225,10,1918.17,4.037216030509255,18.322475570032573,4.444444444444445,-50.95047408634815,0.4904952591365185
CMP0363,Google Ads,North,Awareness,4649.84,36647,1669,460,22,5607.75,4.5542609217671295,27.561414020371476,4.782608695652174,20.60092390275794,1.2060092390275794
CMP0364,Facebook Ads,South,Consideration,3238.79,32087,1384,306,15,2963.41,4.313273288247577,22.109826589595375,4.901960784313726,-8.502558054088103,0.914974419459119
CMP0365,Youtube Ads,West,Consideration,4029.05,31686,1978,334,15,3559.12,6.2425045761535065,16.885743174924166,4.491017964071856,-11.663543515220717,0.8833645648477928
CMP0366,Google Ads,South,Consideration,6235.93,60847,2640,707,31,8958.65,4.338751294229789,26.78030303030303,4.384724186704385,43.66181146998121,1.436618114699812
CMP0367,Youtube Ads,East,Awareness,5120.67,53489,3478,903,49,12698.9,6.502271495073754,25.963197239792983,5.426356589147287,147.9929384240734,2.479929384240734
CMP0368,Youtube Ads,South,Conversion,3674.49,37583,2834,844,47,12436.37,7.540643375994466,29.78122794636556,5.568720379146919,238.45159464306613,3.3845159464306613
CMP0369,Social Media,North,Awareness,2478.0,28372,1547,320,19,4452.8,5.452558860848724,20.68519715578539,5.9375,79.69330104923326,1.7969330104923327
CMP0370,Email,South,Awareness,1344.72,16350,807,144,11,3194.21,4.935779816513762,17.843866171003718,7.638888888888889,137.5371824617764,2.375371824617764
CMP0371,Email,East,Conversion,1721.14,21873,777,172,14,3717.78,3.55232478398025,22.136422136422137,8.13953488372093,116.00683268066514,2.1600683268066514
CMP0372,Email,East,Conversion,1702.85,18507,717,157,11,3093.33,3.8742097584697683,21.896792189679218,7.006369426751593,81.65604721496315,1.8165604721496316
CMP0373,Email,West,Conversion,1870.24,15170,632,100,6,1776.84,4.1661173368490445,15.822784810126583,6.0,-4.994011463769361,0.9500598853623063
CMP0374,Facebook Ads,South,Conversion,2888.95,25175,2029,597,25,4950.28,8.05958291956306,29.42336126170527,4.1876046901172534,71.35222139531663,1.7135222139531663
CMP0375,Email,East,Conversion,2194.62,20200,610,134,13,3814.58,3.01980198019802,21.9672131147541,9.701492537313433,73.81505682077079,1.738150568207708
CMP0376,Social Media,North,Consideration,2269.06,18267,1194,190,7,1941.95,6.536377073411069,15.912897822445563,3.684210526315789,-14.416101821899813,0.8558389817810018
CMP0377,Youtube Ads,West,Awareness,3311.31,23192,1791,470,22,6608.8,7.722490513970334,26.242322724734784,4.680851063829787,99.58264251912387,1.9958264251912385
CMP0378,Email,North,Consideration,1512.72,11969,628,115,7,1856.67,5.246887793466455,18.312101910828023,6.086956521739131,22.737188640330004,1.2273718864033
CMP0379,Instagram Ads,South,Consideration,2494.29,21024,1671,341,18,5022.91,7.948059360730593,20.40694195092759,5.278592375366569,101.37634356871092,2.0137634356871095
CMP0380,Social Media,South,Awareness,2199.5,17435,945,186,9,2591.67,5.420131918554631,19.682539682539684,4.838709677419355,17.82996135485338,1.1782996135485337
CMP0381,Email,South,Conversion,1629.5,19497,687,86,5,1259.89,3.5236190183105096,12.518195050946144,5.813953488372093,-22.682417919607232,0.7731758208039277
CMP0382,Facebook Ads,West,Consideration,4499.64,45282,2803,795,32,7219.14,6.19009761052957,28.36246878344631,4.0251572327044025,60.43816838680427,1.6043816838680427
CMP0383,Facebook Ads,East,Awareness,2249.49,27072,937,116,4,821.14,3.4611406619385345,12.379935965848453,3.4482758620689653,-63.49661478824089,0.36503385211759115
CMP0384,Youtube Ads,West,Awareness,5110.74,37296,2553,357,17,4353.01,6.845238095238096,13.983548766157462,4.761904761904762,-14.82622868703944,0.8517377131296056
CMP0385,Instagram Ads,North,Conversion,2775.26,32772,1590,405,16,4481.88,4.851702673013548,25.471698113207548,3.950617283950617,61.49405821436549,1.6149405821436549
CMP0386,Instagram Ads,West,Awareness,2389.76,20125,1321,293,20,4927.81,6.563975155279503,22.18016654049962,6.825938566552901,106.2052256293519,2.062052256293519
CMP0387,Social Media,North,Conversion,2544.13,29642,1157,210,7,1993.36,3.903245395047568,18.150388936905788,3.3333333333333335,-21.64865789090967,0.7835134210909033
CMP0388,Email,West,Consideration,2219.86,24434,1978,331,28,7916.82,8.095277072931161,16.73407482305359,8.459214501510575,256.63600407232883,3.5663600407232887
CMP0389,Instagram Ads,East,Consideration,3469.34,44001,3436,869,39,9248.51,7.808913433785595,25.29103608847497,4.487917146144994,166.578369372849,2.66578369372849
CMP0390,Instagram Ads,North,Consideration,2754.01,35196,901,224,13,3470.81,2.5599499943175363,24.861265260821312,5.803571428571429,26.027501715680035,1.2602750171568002
CMP0391,Youtube Ads,South,Conversion,3476.01,33567,1364,247,13,4132.74,4.063514761521732,18.10850439882698,5.263157894736842,18.89321377096152,1.1889321377096151
CMP0392,Google Ads,South,Consideration,4026.46,32672,1547,444,20,5117.49,4.734941234084231,28.700711053652228,4.504504504504505,27.096506608782896,1.2709650660878289
CMP0393,Google Ads,West,Conversion,4444.99,35127,2918,584,37,10046.83,8.307000313149429,20.013708019191228,6.335616438356165,126.02593031705358,2.260259303170536
CMP0394,Instagram Ads,South,Consideration,2380.25,23387,1513,386,24,6313.57,6.469406080301023,25.512227362855256,6.217616580310881,165.24818821552356,2.652481882155236
CMP0395,Social Media,North,Awareness,2072.99,19516,1523,428,26,5989.51,7.8038532486165195,28.10242941562705,6.074766355140187,188.93096445231288,2.889309644523129
CMP0396,Youtube Ads,South,Conversion,5126.65,57143,2359,364,13,3403.78,4.128239679400802,15.43026706231454,3.571428571428571,-33.60615606682726,0.6639384393317275
CMP0397,Youtube Ads,East,Conversion,4758.6,36733,2538,547,21,5797.5,6.909318596357498,21.552403467297086,3.8391224862888484,21.832051443701918,1.2183205144370193
CMP0398,Google Ads,East,Conversion,4004.31,35236,2141,424,21,5425.0,6.076172096719264,19.803829985987857,4.952830188679245,35.479021354490534,1.3547902135449055
CMP0399,Instagram Ads,West,Conversion,3492.14,31651,2183,520,35,9951.75,6.8970964582477645,23.820430600091616,6.730769230769231,184.97568825992087,2.8497568825992086
CMP0400,Instagram Ads,North,Conversion,3057.11,31792,2048,576,28,6750.65,6.4418721690991445,28.125,4.861111111111112,120.81802748347292,2.2081802748347292
CMP0401,Email,East,Conversion,1760.24,18414,972,137,14,3367.52,5.278592375366569,14.094650205761317,10.218978102189782,91.31027587147207,1.9131027587147207
CMP0402,Youtube Ads,East,Conversion,3965.55,29358,1781,450,14,4084.48,6.066489542884393,25.266704098820885,3.111111111111111,2.999079572820916,1.029990795728209
CMP0403,Google Ads,North,Conversion,3480.35,27965,1652,286,23,7580.85,5.90738423028786,17.312348668280872,8.041958041958042,117.81861019725028,2.178186101972503
CMP0404,Instagram Ads,South,Conversion,3041.84,39243,1592,468,23,5586.88,4.0567744565909845,29.396984924623116,4.914529914529915,83.66778002787785,1.8366778002787785
CMP0405,Social Media,South,Consideration,2313.88,19342,1196,197,10,2341.74,6.183435011891221,16.471571906354516,5.0761421319796955,1.2040382388023436,1.0120403823880235
CMP0406,Youtube Ads,West,Conversion,5225.16,62395,4632,953,38,10022.95,7.423671768571199,20.57426597582038,3.987408184679958,91.82092031631569,1.918209203163157
CMP0407,Google Ads,South,Awareness,3758.8,31026,933,190,12,3982.23,3.007155289112357,20.364415862808148,6.315789473684211,5.944184314142807,1.059441843141428
CMP0408,Email,North,Conversion,2136.43,17791,851,225,22,5631.99,4.783317407678039,26.439482961222094,9.777777777777779,163.6168748800569,2.636168748800569
CMP0409,Youtube Ads,East,Conversion,2587.44,32589,1046,301,15,4196.0,3.209671975206358,28.776290630975144,4.983388704318937,62.16801162539034,1.6216801162539034
CMP0410,Email,South,Awareness,1674.12,12046,644,124,8,2245.87,5.346173003486634,19.25465838509317,6.451612903225806,34.152271043891716,1.3415227104389171
CMP0411,Social Media,West,Conversion,2526.54,28520,830,161,6,1532.85,2.9102384291725105,19.397590361445783,3.7267080745341614,-39.3300719561139,0.606699280438861
CMP0412,Youtube Ads,South,Awareness,4213.7,53222,3443,460,18,5067.68,6.469129307429259,13.36044147545745,3.91304347826087,20.266748937988005,1.20266748937988
CMP0413,Youtube Ads,North,Consideration,4713.67,56036,3457,647,24,5748.12,6.16924834035263,18.71564940700029,3.7094281298299845,21.945745035184892,1.219457450351849
CMP0414,Facebook Ads,West,Conversion,3382.11,30876,1537,371,16,3078.37,4.977976421816297,24.137931034482758,4.31266846361186,-8.9807841850206,0.910192158149794
CMP0415,Facebook Ads,South,Awareness,2821.01,22401,1671,213,8,1599.61,7.459488415695728,12.746858168761221,3.755868544600939,-43.29654981726404,0.5670345018273596
CMP0416,Google Ads,West,Conversion,3900.87,47886,2797,452,29,9301.63,5.840955602890197,16.1601716124419,6.415929203539823,138.45014060965886,2.3845014060965886
CMP0417,Social Media,North,Conversion,2601.37,28039,1379,352,17,4435.38,4.918149720032812,25.525743292240755,4.829545454545454,70.5016971826384,1.705016971826384
CMP0418,Social Media,East,Consideration,2811.73,26910,1853,497,18,4931.39,6.885916016350799,26.821370750134914,3.6217303822937628,75.3863279902409,1.753863279902409
CMP0419,Facebook Ads,North,Awareness,4377.94,41974,2003,570,19,4788.08,4.772001715347597,28.457314028956564,3.3333333333333335,9.368333051617892,1.0936833305161788
CMP0420,Instagram Ads,North,Awareness,3075.79,30463,1701,298,16,3855.3,5.583822998391491,17.519106407995295,5.369127516778524,25.343407709889178,1.2534340770988917
CMP0421,Instagram Ads,North,Consideration,2948.99,33530,1533,369,23,6792.85,4.572025052192067,24.070450097847356,6.233062330623306,130.34496556448144,2.303449655644814
CMP0422,Instagram Ads,North,Conversion,3226.59,30334,2183,366,25,5368.87,7.1965451308762445,16.765918460833714,6.830601092896176,66.39455276313382,1.6639455276313382
CMP0423,Email,East,Consideration,2334.43,25978,837,241,15,4165.06,3.221957040572793,28.793309438470725,6.224066390041494,78.41871463269409,1.784187146326941
CMP0424,Google Ads,East,Awareness,5009.38,41758,1813,395,24,6306.31,4.341683030796494,21.787093215664644,6.075949367088607,25.890030303151295,1.258900303031513
CMP0425,Email,West,Consideration,1702.52,19653,1550,209,15,3451.84,7.886836615275021,13.483870967741934,7.177033492822966,102.74886638629796,2.0274886638629797
CMP0426,Facebook Ads,South,Consideration,2816.26,19994,1293,295,9,1845.03,6.466940082024607,22.815158546017013,3.050847457627119,-34.48651758005298,0.6551348241994701
CMP0427,Google Ads,East,Conversion,4571.35,57410,2880,371,16,4876.09,5.01654763978401,12.881944444444443,4.31266846361186,6.666302077066945,1.0666630207706695
CMP0428,Youtube Ads,East,Awareness,3648.66,34141,912,205,6,1823.44,2.6712750065903164,22.478070175438596,2.9268292682926833,-50.024392516704765,0.4997560748329524
CMP0429,Social Media,South,Conversion,2459.84,25902,1265,373,18,4088.16,4.883792757316038,29.48616600790514,4.825737265415549,66.19617536099908,1.6619617536099907
CMP0430,Email,East,Consideration,1787.83,20124,830,234,17,4607.65,4.124428543033194,28.19277108433735,7.264957264957266,157.72304973067907,2.577230497306791
CMP0431,Email,North,Conversion,1767.89,21204,1555,249,16,4726.0,7.333521976985474,16.012861736334404,6.425702811244979,167.3243244772016,2.6732432447720162
CMP0432,Instagram Ads,North,Consideration,2674.48,33651,1033,207,10,2886.85,3.069745327033372,20.038722168441435,4.830917874396135,7.940609015584334,1.0794060901558433
CMP0433,Facebook Ads,South,Consideration,1716.27,15457,752,161,5,1155.22,4.86510965905415,21.409574468085108,3.1055900621118013,-32.690077901495684,0.6730992209850432
CMP0434,Email,West,Conversion,1678.56,19861,1402,207,12,2944.85,7.059060470268365,14.764621968616263,5.797101449275362,75.43906681917835,1.7543906681917834
CMP0435,Email,West,Awareness,1425.99,15797,448,56,4,1137.77,2.8359815154776222,12.5,7.142857142857142,-20.211922944761184,0.7978807705523882
CMP0436,Instagram Ads,South,Conversion,2054.01,16761,1064,177,12,3490.47,6.348069924228865,16.63533834586466,6.779661016949152,69.93442096192324,1.6993442096192324
CMP0437,Email,South,Conversion,1475.28,13967,550,132,13,3669.27,3.937853511849359,24.0,9.848484848484848,148.71685374979663,2.4871685374979666
CMP0438,Instagram Ads,North,Awareness,2593.68,30984,1512,223,14,3416.58,4.8799380325329205,14.74867724867725,6.278026905829597,31.727121310261875,1.3172712131026187
CMP0439,Instagram Ads,West,Consideration,2353.73,17623,1490,220,15,4470.18,8.454860125971742,14.76510067114094,6.8181818181818175,89.9189796620683,1.899189796620683
CMP0440,Email,East,Conversion,2089.56,24579,1586,355,35,8656.86,6.45266284226372,22.383354350567465,9.859154929577464,314.2910469189686,4.142910469189686
CMP0441,Email,North,Awareness,2539.26,24039,1217,218,18,5371.24,5.062606597612214,17.91290057518488,8.256880733944955,111.52776793238972,2.1152776793238974
CMP0442,Youtube Ads,South,Consideration,3466.42,28456,2306,562,30,8461.8,8.103739105988192,24.37120555073721,5.338078291814947,144.1077538209449,2.4410775382094494
CMP0443,Google Ads,West,Consideration,3480.05,40341,1620,446,21,5444.97,4.015765598274708,27.530864197530864,4.708520179372197,56.462407149322566,1.5646240714932256
CMP0444,Google Ads,East,Consideration,3688.19,47485,3106,846,47,14812.67,6.541012951458355,27.237604636188024,5.555555555555555,301.6243740154385,4.016243740154384
CMP0445,Instagram Ads,East,Awareness,3900.3,43274,2575,507,23,6434.27,5.950455238711466,19.689320388349515,4.536489151873767,64.96859215957748,1.6496859215957747
CMP0446,Youtube Ads,North,Conversion,4969.31,41531,2763,447,21,6302.08,6.652861717753004,16.178067318132463,4.697986577181208,26.820021290682195,1.268200212906822
CMP0447,Youtube Ads,West,Conversion,4099.19,49586,1373,346,14,3846.09,2.768926713185173,25.20029133284778,4.046242774566474,-6.174390550328223,0.9382560944967178
CMP0448,Instagram Ads,West,Conversion,2466.55,31012,1393,283,10,2196.4,4.491809622081775,20.315865039483132,3.53356890459364,-10.952545052806554,0.8904745494719345
CMP0449,Google Ads,South,Conversion,3390.44,34883,1237,214,15,5167.17,3.5461399535590403,17.299919159256266,7.009345794392523,52.40411274052925,1.5240411274052925
CMP0450,Email,West,Awareness,2419.3,17666,1385,310,25,6663.13,7.839918487490094,22.382671480144403,8.064516129032258,175.41561608729796,2.7541561608729794
CMP0451,Instagram Ads,West,Conversion,2098.96,26244,1296,188,11,2619.85,4.938271604938271,14.506172839506174,5.851063829787234,24.816575828029112,1.2481657582802912
CMP0452,Facebook Ads,North,Awareness,4286.06,43515,2909,820,39,9324.11,6.685051131793634,28.188380886902713,4.7560975609756095,117.54501803521183,2.1754501803521182
CMP0453,Google Ads,West,Awareness,4477.92,39293,984,166,8,2509.41,2.504262845799506,16.869918699186993,4.819277108433735,-43.96036552685176,0.5603963447314825
CMP0454,Youtube Ads,East,Consideration,4003.96,43251,2621,322,16,4161.18,6.059975491896141,12.285387256772225,4.968944099378882,3.926612653473068,1.0392661265347307
CMP0455,Email,North,Consideration,2015.6,18254,603,82,8,2436.59,3.3033855593294623,13.598673300165837,9.75609756097561,20.8865846398095,1.208865846398095
CMP0456,Google Ads,North,Conversion,5667.56,61769,1927,370,27,8792.6,3.1196878693195615,19.2008303061754,7.297297297297297,55.139072193324814,1.5513907219332481
CMP0457,Email,South,Conversion,1503.13,12816,330,71,7,2157.01,2.5749063670411987,21.515151515151516,9.859154929577464,43.501227438744486,1.435012274387445
CMP0458,Google Ads,West,Consideration,5224.71,54308,3034,410,27,7696.83,5.586653899977904,13.513513513513514,6.585365853658537,47.31592758258353,1.4731592758258354
CMP0459,Email,South,Awareness,1294.08,10924,335,59,3,711.29,3.066642255584035,17.611940298507463,5.084745762711865,-45.03508283877349,0.5496491716122651
CMP0460,Email,East,Conversion,2287.11,29558,1526,329,32,9971.1,5.162730901955477,21.55963302752294,9.72644376899696,335.96941117829925,4.359694111782993
CMP0461,Email,North,Consideration,2213.74,19838,859,165,14,3963.11,4.330073596128642,19.20838183934808,8.484848484848486,79.02328186688592,1.7902328186688592
CMP0462,Facebook Ads,North,Consideration,3819.04,33956,1120,261,8,1852.35,3.2983861467781836,23.30357142857143,3.065134099616858,-51.49697306129289,0.48503026938707106
CMP0463,Instagram Ads,North,Awareness,3594.44,41410,3203,672,41,10933.78,7.734846655397247,20.98033093974399,6.101190476190476,204.18590934888329,3.0418590934888328
CMP0464,Facebook Ads,East,Conversion,4287.77,34815,924,158,6,1407.1,2.654028436018957,17.0995670995671,3.79746835443038,-67.18340769211035,0.3281659230788964
CMP0465,Youtube Ads,East,Conversion,3646.25,28270,2341,326,14,3987.7,8.280863105765828,13.925672789406237,4.294478527607362,9.364415495371953,1.0936441549537195
CMP0466,Google Ads,South,Awareness,4514.83,46269,1395,181,8,2447.5,3.014977630811126,12.974910394265232,4.41988950276243,-45.789763955674964,0.5421023604432503
CMP0467,Social Media,South,Awareness,1802.97,19520,1448,184,9,2357.12,7.418032786885245,12.70718232044199,4.891304347826087,30.73539770489802,1.3073539770489802
CMP0468,Youtube Ads,South,Conversion,4081.1,34745,1510,347,19,5814.72,4.345949057418333,22.980132450331126,5.475504322766571,42.479233539976974,1.4247923353997698
CMP0469,Social Media,West,Conversion,3215.43,29546,1874,382,14,3681.24,6.34265213565288,20.384204909284954,3.664921465968586,14.486709398120933,1.1448670939812093
CMP0470,Youtube Ads,North,Awareness,4303.0,44487,2069,587,18,4668.13,4.65079686200463,28.37119381343644,3.0664395229982966,8.485475249825706,1.084854752498257
CMP0471,Email,North,Conversion,1467.46,16221,790,202,15,3877.76,4.870229948831762,25.569620253164555,7.425742574257425,164.24979215787826,2.6424979215787823
CMP0472,Youtube Ads,South,Awareness,4763.46,60059,2405,340,16,5137.61,4.00439567758371,14.137214137214137,4.705882352941177,7.854584692639375,1.0785458469263938
CMP0473,Email,North,Consideration,1607.61,14526,804,119,10,3117.95,5.534902932672449,14.800995024875622,8.403361344537815,93.9494031512618,1.9394940315126181
CMP0474,Youtube Ads,South,Conversion,3783.73,36741,1700,326,11,3442.66,4.626983478947225,19.176470588235293,3.374233128834356,-9.014120986434024,0.9098587901356597
CMP0475,Google Ads,West,Consideration,2843.82,31162,1605,379,17,5594.58,5.15050381875361,23.613707165109034,4.485488126649076,96.72764098993606,1.9672764098993605
CMP0476,Youtube Ads,West,Consideration,2948.48,37277,2382,695,24,6590.78,6.389999195214208,29.177162048698573,3.4532374100719423,123.53144671152594,2.235314467115259
CMP0477,Email,East,Consideration,2270.1,21358,967,138,10,2358.02,4.527577488528888,14.270941054808686,7.246376811594203,3.872957138452054,1.0387295713845206
CMP0478,Facebook Ads,West,Awareness,4771.06,54419,2042,266,11,2561.16,3.752365901615245,13.026444662095985,4.135338345864661,-46.31884738401949,0.5368115261598051
CMP0479,Youtube Ads,South,Conversion,4049.23,36738,2688,583,18,5093.51,7.316674832598399,21.688988095238095,3.0874785591766725,25.78959456489259,1.2578959456489258
CMP0480,Google Ads,West,Consideration,4976.4,61946,3021,523,25,6546.79,4.87682820521099,17.312148295266468,4.780114722753346,31.55674784985131,1.315567478498513
CMP0481,Facebook Ads,East,Conversion,4878.21,36507,2970,760,32,8025.27,8.135426082669078,25.589225589225588,4.2105263157894735,64.51259785864077,1.6451259785864079
CMP0482,Facebook Ads,North,Awareness,2701.88,20213,1083,252,12,2967.93,5.357937960718349,23.26869806094183,4.761904761904762,9.846847380342567,1.0984684738034256
CMP0483,Google Ads,South,Awareness,4347.78,33678,2610,769,38,12152.01,7.749866381614109,29.46360153256705,4.9414824447334205,179.49919269144254,2.7949919269144257
CMP0484,Facebook Ads,North,Awareness,3535.95,25606,1263,268,11,2849.74,4.932437709911739,21.21931908155186,4.104477611940299,-19.406665818238384,0.8059333418176162
CMP0485,Facebook Ads,East,Conversion,3455.84,40979,3361,416,22,4259.91,8.201761878035091,12.377268670038678,5.288461538461538,23.266991527385517,1.2326699152738552
CMP0486,Youtube Ads,East,Consideration,5336.9,63436,2652,381,16,4645.66,4.180591462261177,14.366515837104071,4.199475065616798,-12.952088290955421,0.8704791170904458
CMP0487,Email,East,Conversion,1621.76,17185,1360,257,16,4180.39,7.913878382310154,18.897058823529413,6.22568093385214,157.76872040252564,2.5776872040252568
CMP0488,Social Media,North,Consideration,2433.84,17743,1317,353,18,4205.89,7.4226455503578865,26.803340926347758,5.099150141643059,72.80881241166223,1.7280881241166224
CMP0489,Youtube Ads,North,Conversion,4077.3,48746,3065,800,38,10208.18,6.287695400648258,26.101141924959215,4.75,150.36617369337552,2.503661736933755
CMP0490,Youtube Ads,North,Awareness,4871.94,62105,3568,816,29,8370.1,5.745109089445295,22.869955156950674,3.553921568627451,71.80219789242071,1.718021978924207
CMP0491,Google Ads,North,Conversion,3226.04,23735,1454,374,24,6468.42,6.125974299557615,25.722145804676757,6.417112299465241,100.50650332915897,2.0050650332915896
CMP0492,Facebook Ads,East,Conversion,3789.68,41683,1242,247,8,1609.63,2.9796319842621695,19.887278582930755,3.2388663967611335,-57.52596525300289,0.42474034746997114
CMP0493,Social Media,East,Conversion,2285.06,16696,815,172,8,1889.23,4.881408720651653,21.104294478527606,4.651162790697675,-17.32252107165676,0.8267747892834324
CMP0494,Social Media,South,Conversion,1935.19,23289,785,165,6,1259.86,3.3706900253338485,21.019108280254777,3.6363636363636362,-34.89734858075952,0.6510265141924048
CMP0495,Google Ads,South,Conversion,5481.97,67253,3932,1151,51,13078.84,5.846579334750866,29.27263479145473,4.430929626411816,138.57919689454704,2.3857919689454703
CMP0496,Social Media,North,Consideration,3353.78,24363,879,191,10,2078.29,3.607930057874646,21.729237770193404,5.2356020942408374,-38.03141529855865,0.6196858470144135
CMP0497,Facebook Ads,West,Awareness,3305.45,26507,864,122,5,1029.65,3.259516354170596,14.120370370370368,4.098360655737705,-68.84992966161944,0.3115007033838056
CMP0498,Email,West,Awareness,1729.16,15819,1334,324,33,7721.1,8.432897148998041,24.28785607196402,10.185185185185185,346.52316731823544,4.4652316731823545
CMP0499,Youtube Ads,East,Conversion,4586.43,34217,864,207,10,2683.2,2.5250606423707516,23.958333333333336,4.830917874396135,-41.496981312262484,0.5850301868773752
CMP0500,Youtube Ads,East,Consideration,2421.84,24067,1201,149,6,1477.41,4.990235592304815,12.406328059950042,4.026845637583892,-38.996382915469226,0.6100361708453077
